id,question_text,question_code,form_type_id,answer_type_id,answer_field_id,answer_set_id,form,question_required,the_order,timestamp_created,timestamp_updated,is_void
396,Psychosocial health and emotional well-being,qf6A15,,FMTA,,1,13,FALSE,15,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
395,Health and development,qf6A14,,FMTA,,1,13,FALSE,14,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
394,How have these changes affected your family/life,qf6A13,,FMTA,,1,13,FALSE,13,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
393,Any major changes in your life? Please describe below (Hint: Look for both positive and negative changes.),qf6A12,,FMTA,,1,13,FALSE,12,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
392,Since our last visit is there anything that you would like to share with me? Please describe below,qf6A11,,FMTA,,1,13,FALSE,11,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
391,Social well-being and community belonging,qf6A10,,FMTA,,1,13,FALSE,10,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
390,Child–caregiver/young adult–mentor relationship and attachment,qf6A9,,FMTA,,1,13,FALSE,9,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
389,Protection and safety,qf6A8,,FMTA,,1,13,FALSE,8,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
388,Education,qf6A7,,FMTA,,1,13,FALSE,7,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
387,Psychosocial health and emotional well-being,qf6A6,,FMTA,,1,13,FALSE,6,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
386,Health and development,qf6A5,,FMTA,,1,13,FALSE,5,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
385,How have these changes affected you (e.g. how is the child currently coping)?,qf6A4,,FMTA,,1,13,FALSE,4,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
384,Any major changes in your life? Please describe below <small>(Hint: Look for both positive and negative changes.)</small>,qf6A3,,FMTA,,1,13,FALSE,3,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
383,Since our last visit is there any concern that you would like to share with me?,qf6A2,,FMTA,,1,13,FALSE,2,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
382,Number of visit,qf6A1,,FMTF,,2,13,TRUE,1,2023-08-18 14:57:53.885526+00:00,2023-08-18 14:57:53.885530+00:00,FALSE
381,Things to be achieved,qf1B33,,FMTA,,1,31,FALSE,51,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
380,Additional observations,qf1B32,,FMTA,,1,31,FALSE,50,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
379,Needs or concerns,qf1B31,,FMTA,,1,31,FALSE,49,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
378,Strengths Identified,qf1B30,,FMTA,,1,31,FALSE,48,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
377,Details,qf1B28B,,FMTA,,1,31,FALSE,47,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
376,Does the child express concerns about reunification/placement?,qf1B28A,,FMRD,yesno_na,1,31,TRUE,46,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
375,Does the child express a preference for reunification/placement?,qf1B27A,,FMRD,yesno_na,1,31,TRUE,45,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
374,Skills and strength,qf1B26,,FMTA,,1,31,FALSE,44,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
373,Fears,qf1B25,,FMTA,,1,31,FALSE,43,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
372,Dislikes,qf1B24,,FMTA,,1,31,FALSE,42,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
371,Likes,qf1B23,,FMTA,,1,31,FALSE,41,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
370,Degree of independence <small> (i.e. what can the child do for himself/herself and what help does the child need?)</small>,qf1B22,,FMRD,list_range_level,1,31,TRUE,40,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
369,Daily Routine,qf1B21,,FMTA,,1,31,FALSE,39,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
368,Does the child exhibit any of the following? (tick all that apply) ,qf1B20,,FMCB,list_child_exhibits,1,31,TRUE,38,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
367,Details,qf1B19B,,FMTA,,1,31,FALSE,37,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
366,Level of attachment to previous primary caregiver,qf1B19A,,FMRD,list_range_level,1,31,TRUE,36,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
365,Details,qf1B18B,,FMTA,,1,31,FALSE,35,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
364,Level of attachment between the child and current caregiver:,qf1B18A,,FMRD,list_range_level,1,31,TRUE,34,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
363,Are the perceived friends much older younger or same age?,qf1B17,,FMTA,,1,31,FALSE,33,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
362,What is the quality of these friendships?,qf1B16,,FMTA,,1,31,FALSE,32,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
361,What are the childs's views on these peer friendships?,qf1B15,,FMTA,,1,31,FALSE,31,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
360,How often do they interact?,qf1B14C,,FMTA,,1,31,FALSE,30,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
359,What kind of things do they do together,qf1B14B,,FMTA,,1,31,FALSE,29,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
358,Who are the child's friends?,qf1B14A,,FMTA,,1,31,FALSE,28,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
357,Extracurricular activity and behavior<br><small>(Hint: Contact school directly.)</small>,qf1B13,,FMTA,,1,31,FALSE,27,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
356,Academic perfomance,qf1B12,,FMRD,list_education_perf,1,31,TRUE,26,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
355,School attendance,qf1B11,,FMRD,yesno_na,1,31,TRUE,25,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
354,Access to scholastic materials,qf1B10,,FMRD,yesno_na,1,31,TRUE,24,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
353,Admission Type,school_class,,FMSL,,1,31,TRUE,23,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
352,Class Level,admission_type,,FMSL,admission_list,1,31,TRUE,22,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
351,School Name,school,,FMTF,,1,31,FALSE,21,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
350,School ID,school_name,,FMTF,,1,31,FALSE,20,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
349,School Level,school_level,,FMSL,school_level_list,1,31,TRUE,19,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
348,Details,qf1B9B,,FMTA,,1,31,FALSE,18,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
347,Previously attended any School?,qf1B9A,,FMRD,yesno_na,1,31,TRUE,17,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
346,Feeding routine and special needs?,qf1B8,,FMTA,,1,31,FALSE,16,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
345,Details,qf1B7B,,FMTA,,1,31,FALSE,15,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
344,Any allergy,qf1B7A,,FMRD,yesno_una,1,31,TRUE,14,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
343,Details,qf1B6B,,FMTA,,1,31,FALSE,13,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
342,Immunization status,qf1B6A,,FMSL,immunization_list,1,31,TRUE,12,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
341,Details,qf1B5B,,FMTA,,1,31,FALSE,11,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
340,Currently on any medication?,qf1B5A,,FMRD,yesno_id,1,31,TRUE,10,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
339,Details,qf1B4B,,FMTA,,1,31,FALSE,9,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
338,Any chronic health conditions,qf1B4A,,FMRD,yesno_id,1,31,TRUE,8,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
337,Details,qf1B3B,,FMTA,,1,31,FALSE,7,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
336,Any current health conditions?,qf1B3A,,FMRD,yesno_id,1,31,TRUE,6,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
335,Frequency of hospitalization?,qf1B2C,,FMRD,list_frequency,1,31,TRUE,5,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
334,Details,qf1B2B,,FMTA,,1,31,FALSE,4,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
333,Any history of medical issues / hospitalization?,qf1B2A,,FMRD,yesno_id,1,31,TRUE,3,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
332,Details,qf1B1B,,FMTA,,1,31,FALSE,2,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
331,Is the child growing appropriately for his/her age? For example is he/she walking speaking developing self-help skills? (Describe physical skills and needs intellectual skills and needs social skills and needs.),qf1B1A,,FMRD,yesno_id,1,31,TRUE,1,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
330,Does the child express a preference for a caregiver?,qf1A28,,FMRD,yesno_na,1,8,TRUE,31,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
329,If Yes How often do they visit?,qf1A27A,,FMTF,,1,8,FALSE,30,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
328,Does family visit?,qf1A27,,FMRD,yesno_id,1,8,TRUE,29,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
327,Does child go home on school holidays?,qf1A26,,FMRD,yesno_id,1,8,TRUE,28,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
326,If yes does the child remember the date (or how long ago) the last visit occurred?,qf1A25B,,FMTF,,1,8,FALSE,27,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
325,If yes Name,qf1A25A,,FMTF,,1,8,FALSE,26,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
324,Is there any contact with family / parent(s) ?,qf1A25,,FMRD,yesno_id,1,8,TRUE,25,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
323,Are mother and father living together?,qf1A24,,FMRD,yesno_na,1,8,TRUE,24,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
322,Are there other sibling(s) admitted into care elsewhere?,qf1A23,,FMRD,yesno_id,1,8,TRUE,23,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
321,Are there other sibling(s) living with the child now in this form of care?,qf1A22,,FMRD,yesno_id,1,8,TRUE,22,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
320,Relationship?,qf1A21A,,FMSL,list_relationship,1,8,TRUE,21,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
319,With whom and where was the child living before admission to care?  <small>(Name of person and place)</small>,qf1A21,,FMTF,,1,8,FALSE,20,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
318,If child is not in any institution indicate the type of vulnerability:,qf1A20,,FMSL,list_other_vulnerability,1,8,TRUE,19,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
317,Referrer Title,qf1A19,,FMTF,,1,8,FALSE,18,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
316,Who referred the child (Name),qf1A18,,FMTF,,1,8,FALSE,17,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
315,Committal Order date,qf1A17,,FMTF,,3,8,FALSE,16,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
314,Committal Order No.,qf1A16,,FMTF,,1,8,FALSE,15,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
313,Has Committal Order,qf1A15,,FMRD,yesno_id,1,8,TRUE,14,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
312,Other forms of admission,qf1A14,,FMSL,list_other_adms,1,8,TRUE,13,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
311,Age of child at admission,qf1A13,,FMTF,,1,8,FALSE,12,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
310,Disability severity,qf1A12,,FMSL,severity_list,1,8,TRUE,11,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
309,Type of Disability ,qf1A11,,FMSL,disability_list,1,8,TRUE,10,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
308,Has disability,qf1A10,,FMRD,yesno_id,1,8,TRUE,9,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
307,Languages,qf1A8,,FMTF,,1,8,FALSE,8,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
306,Distinguishing Marks,qf1A7,,FMTF,,1,8,FALSE,7,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
305,Ethnicity,qf1A6,,FMTF,,1,8,FALSE,6,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
304,Complexion,qf1A5,,FMTF,,1,8,FALSE,5,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
303,Weight (kg),qf1A4,,FMTF,,1,8,FALSE,4,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
302,Height (cm),qf1A3,,FMTF,,1,8,FALSE,3,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
301,Certificate No.,qf1A2,,FMTF,,1,8,FALSE,2,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
300,Child Has Birth Certificate,qf1A1,,FMRD,yesno_id,1,8,TRUE,1,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
299,Family relatives and community acceptance towards the child Select One,qf2A64,,FMSL,list_range_level,1,9,TRUE,91,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
298,Other(s):,qf2A63,,FMTA,,1,9,TRUE,90,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
297,What support does the family need? (information gathered here should be used to develop the case plan.),qf2A62,,FMTA,,1,9,TRUE,89,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
296,What other information does the family need?,qf2A61,,FMTA,,1,9,TRUE,88,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
295,Does family want reunification / placement with the child,qf2A60,,FMRD,YESNO_UN_CHOICES,1,9,TRUE,87,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
294,Do local leaders know the family?,qf2A59,,FMRD,YESNO_CHOICES,1,9,TRUE,86,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
293,Describe the level of acceptance of relatives and the community toward the child:,qf2A58,,FMTA,,1,9,TRUE,85,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
292,Describe the family’s relationship with neighbors:,qf2A57,,FMTA,,1,9,TRUE,84,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
291,Describe the family’s relationship with their extended family(ies),qf2A56,,FMTA,,1,9,TRUE,83,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
290,Does the family have relatives and/or friends living in close proximity?,qf2A55,,FMRD,YESNO_CHOICES,1,9,TRUE,82,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
289,Details,qf2A54B,,FMTA,,1,9,TRUE,81,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
288,Does the family feel socially connected? <br><small>(Hint: participate in community activities.)</small>,qf2A54A,,FMRD,YESNO_CHOICES,1,9,TRUE,80,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
287,Does the family feel connected to the culture of the community?,qf2A53,,FMRD,YESNO_CHOICES,1,9,TRUE,79,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
286,Are the children involved in decision on matters concerning them?,qf2A52,,FMRD,YESNO_CHOICES,1,9,TRUE,78,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
285,Are the children free around the caregiver? <br><small>(Observe)</small>,qf2A51,,FMRD,YESNO_CHOICES,1,9,TRUE,77,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
284,How does the caregiver respond to a child’s misbehavior? (including type of discipline)?,qf2A50,,FMTA,,1,9,TRUE,76,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
283,Details,qf2A49B,,FMTA,,1,9,TRUE,75,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
282,Does caregiver encourage the child positively?,qf2A49A,,FMRD,YESNO_CHOICES,1,9,TRUE,74,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
281,Describe how the caregiver communicates with children,qf2A48,,FMTA,,1,9,TRUE,73,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
280,Does caregiver spend time with their children?,qf2A47,,FMRD,YESNO_CHOICES,1,9,TRUE,72,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
279,How do the children react when separated from caregiver?,qf2A46,,FMTA,,1,9,TRUE,71,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
278,Do the children seek comfort from caregiver ?<br><small>(Observe)</small>,qf2A45,,FMRD,YESNO_CHOICES,1,9,TRUE,70,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
277,Do the children confide in caregiver if having challenges?,qf2A44,,FMRD,YESNO_CHOICES,1,9,TRUE,69,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
276,Describe the current relationship between the current caregiver and the child?,qf2A43,,FMRD,list_ratings,1,9,TRUE,68,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
275,Describe the relationship between adults in the house. <br><small>(Hint: Engage support people.)</small>,qf2A42,,FMTA,,1,9,TRUE,67,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
274,Details,qf2A41B,,FMTA,,1,9,TRUE,66,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
273,Has the family been through a significant life event recently?,qf2A41A,,FMRD,YESNO_CHOICES,1,9,TRUE,65,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
272,Details,qf2A40B,,FMTA,,1,9,TRUE,64,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
271,Are there mental health concerns? <br><small>(Hint: Use indirect methodologies: Observe probe neighbors and children etc.)</small>,qf2A40A,,FMRD,YESNO_CHOICES,1,9,TRUE,63,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
270,Details,qf2A39B,,FMTA,,1,9,TRUE,62,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
269,Are there signs of tension and/or conflict within family?,qf2A39A,,FMRD,YESNO_CHOICES,1,9,TRUE,61,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
268,Type of relationship being assessed?,qf2A39,,FMSL,list_attachment_assessment,1,9,TRUE,60,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
267,Does the family live on the land legally?,qf2A38B,,FMRD,YESNO_CHOICES,1,9,TRUE,59,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
266,Does the family live in a rented home?,qf2A38A,,FMRD,YESNO_CHOICES,1,9,TRUE,58,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
265,Describe the condition of the household <br><small>(i.e. level of safety roof/wall/floor ventilation number of rooms?)</small>,qf2A37,,FMTA,,1,9,TRUE,57,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
264,Is there an accessible local administrative office<br><small> (e.g. Chief Assistant Chief village elder nyumba kumi)?</small>,qf2A36,,FMRD,YESNO_CHOICES,1,9,TRUE,56,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
263,Details,qf2A35B,,FMTA,,1,9,TRUE,55,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
262,Are there concerns of potential violence or abuse in community or school environment?,qf2A35A,,FMRD,YESNO_CHOICES,1,9,TRUE,54,2023-08-17 18:35:14.016892+00:00,2023-08-17 18:35:14.016905+00:00,FALSE
